skill,x,y,size
eclipse,246.32878875732422,226.0135726928711,32
management development,131.8443655371666,37.906105041503906,4
training delivery,124.88791036605835,36.62512969970703,2
culture change,128.71730208396912,32.05769348144531,2
adult education,124.88791036605835,36.62512969970703,2
training & development,124.88791036605835,36.62512969970703,2
pre-sales,201.79519653320312,134.24529552459717,4
java enterprise edition,196.46137237548828,127.28799247741699,4
enterprise architecture,197.0186004638672,132.52048873901367,4
unix,202.1898956298828,128.3690700531006,2
web services,241.02600860595703,189.94264221191406,24
soa,202.1898956298828,128.3690700531006,2
sports,75.32943725585938,163.19955921173096,2
project coordination,73.15056610107422,166.4173469543457,2
fundraising,79.27725601196289,168.17380905151367,4
fmcg,93.67570114135742,83.93024444580078,2
oracle sql,151.32891845703125,101.4743766784668,2
etl,132.11443608999252,133.02866744995117,6
data management,126.6686201095581,126.57120132446289,2
statistics,121.38331317901611,121.9134578704834,4
access,123.4611349105835,133.18770790100098,4
sql server,240.07347106933594,204.34662246704102,28
outlook,60.135162353515625,126.55251693725586,6
web development,238.8462371826172,231.2339096069336,54
linq,239.92922973632812,210.12902450561523,20
.net,245.5190658569336,231.72400665283203,54
asp.net,240.62831115722656,225.85708618164062,52
vb.net,237.5625457763672,215.7877426147461,18
json,226.3836441040039,205.78453826904297,10
subversion,236.49092864990234,221.44373321533203,28
ajax,231.5206527709961,232.08831024169922,28
css,235.8208770751953,237.2669448852539,56
entity framework,208.6092071533203,201.12273788452148,6
agile,261.3248291015625,200.47821807861328,14
uml,234.77056884765625,210.56411743164062,14
visual studio,242.57646942138672,220.3032684326172,26
hibernate,222.71942901611328,200.65274810791016,8
objective-c,243.0605010986328,215.1747817993164,24
tdd,227.679443359375,212.30626678466797,12
jquery,242.90442657470703,237.81491088867188,64
databases,251.61774444580078,212.6295509338379,20
git,229.05926513671875,223.69698333740234,20
tfs,213.76363372802734,216.36673736572266,4
ios development,225.71881103515625,218.7284927368164,16
web applications,224.99564361572266,228.7740936279297,28
python,256.14221954345703,233.5673370361328,26
programming,233.06433868408203,204.42731857299805,14
oop,234.56082916259766,226.51293182373047,18
t-sql,232.2462158203125,216.49010467529297,12
design patterns,218.94583892822266,219.5211944580078,6
r&d,261.51072692871094,108.07152557373047,2
analytical chemistry,261.51072692871094,108.07152557373047,2
chromatography,267.5403747558594,102.53315353393555,4
molecular biology,261.51072692871094,108.07152557373047,2
spectroscopy,261.51072692871094,108.07152557373047,2
characterization,261.51072692871094,108.07152557373047,2
bioinformatics,257.9522018432617,100.50317764282227,4
hardware,191.10882568359375,144.9059100151062,2
analysis,141.29139232635498,171.14916610717773,4
software installation,190.7544288635254,148.67046737670898,2
operating systems,179.11282348632812,149.44959956407547,4
matlab,201.36685180664062,99.81017684936523,6
network administration,162.5833339691162,134.3711643218994,4
database design,140.62806701660156,131.956298828125,4
statistical modeling,138.6324291229248,135.66168403625488,2
xp,163.38948440551758,114.62945938110352,2
physical security,13.51116943359375,224.31849670410156,2
private investigations,13.51116943359375,224.31849670410156,2
interrogation,11.431510925292969,230.49276733398438,2
fraud,11.431510925292969,230.49276733398438,2
criminal investigations,11.431510925292969,230.49276733398438,2
corporate security,11.431510925292969,230.49276733398438,2
algorithms,256.69519805908203,90.78158187866211,4
iis,203.74877166748047,204.7525405883789,2
legal research,211.8746109008789,17.9853515625,4
criminal defense,206.06331634521484,24.62505340576172,2
construction,181.2197380065918,22.643722534179688,6
criminal law,206.06331634521484,24.62505340576172,2
mediation,206.06331634521484,24.62505340576172,2
commercial litigation,215.34640502929688,25.476028442382812,6
legal writing,207.75933074951172,32.64319610595703,4
intellectual property,207.75933074951172,32.64319610595703,4
litigation,215.34640502929688,25.476028442382812,6
family law,206.06331634521484,24.62505340576172,2
licensing,220.336181640625,14.587188720703125,2
international law,220.336181640625,14.587188720703125,2
corporate governance,220.336181640625,14.587188720703125,2
civil,220.336181640625,14.587188720703125,2
legal advice,220.336181640625,14.587188720703125,2
wills,220.336181640625,14.587188720703125,2
employment law,162.1770839691162,16.324783325195312,6
recruitment advertising,156.18664169311523,14.704910278320312,10
workforce planning,167.99338150024414,12.303604125976562,4
contract recruitment,165.6175308227539,20.502670288085938,4
energy industry,171.8006935119629,20.626724243164062,2
applicant tracking systems,157.84314346313477,20.069625854492188,6
mortgage lending,215.7720184326172,35.46037292480469,2
joint ventures,215.7720184326172,35.46037292480469,2
due diligence,210.42176818847656,43.09013366699219,4
document drafting,215.7720184326172,35.46037292480469,2
private equity,215.7720184326172,35.46037292480469,2
maritime,215.7720184326172,35.46037292480469,2
managed services,51.71800231933594,143.23721504211426,4
direct sales,46.721885681152344,131.30780792236328,14
solution selling,45.65550231933594,137.4931993484497,6
medical devices,203.55037689208984,89.9175910949707,4
mobile devices,32.56182861328125,156.44791316986084,2
screening resumes,160.38520050048828,2.6139068603515625,4
onboarding,155.2458095550537,7.757568359375,6
hr consulting,167.6288070678711,3.7425079345703125,2
internet recruiting,167.6288070678711,3.7425079345703125,2
graduate recruitment,151.07132148742676,11.893341064453125,6
mining,160.6999683380127,9.059402465820312,6
oil/gas,149.4117660522461,18.075927734375,2
soccer,78.72760009765625,134.4587516784668,4
personal training,83.8897590637207,130.443359375,2
fitness,83.8897590637207,130.443359375,2
media planning,45.90216064453125,144.90866136550903,2
real estate development,173.68173599243164,75.6236343383789,2
feasibility studies,172.05142211914062,79.16754150390625,2
textiles,180.47502517700195,258.8169174194336,6
merchandising,63.414276123046875,156.830500125885,2
brand management,59.726654052734375,160.94344902038574,4
user interface design,168.72858810424805,236.11639404296875,16
reliability engineering,148.36807441711426,244.49854278564453,4
experience design,156.6075496673584,248.37640380859375,4
user scenarios,148.36807441711426,244.49854278564453,4
adobe creative suite,168.12599182128906,243.55136108398438,12
heuristic evaluation,148.36807441711426,244.49854278564453,4
dreamweaver,173.60222244262695,230.9227066040039,6
front-end development,168.5773811340332,228.36936950683594,2
joomla,191.77789306640625,217.8569107055664,4
digital illustration,177.6044044494629,241.97933197021484,2
after effects,177.6044044494629,241.97933197021484,2
retouching,177.6044044494629,241.97933197021484,2
concept generation,149.52653121948242,268.12654876708984,2
graphics,153.2302703857422,261.58660888671875,4
art direction,153.2302703857422,261.58660888671875,4
flash,189.2872085571289,227.14813995361328,8
trend analysis,175.20259857177734,263.0756607055664,2
logo design,167.98044967651367,254.7380828857422,6
interior design,168.01552963256836,267.6112747192383,4
typography,172.4116439819336,250.97985076904297,6
corporate identity,174.28956985473633,257.052734375,4
trend,170.4249382019043,261.0181198120117,2
cross-browser compatibility,162.4619846343994,232.3023452758789,4
data warehousing,172.74945449829102,214.7247543334961,2
ssis,172.74945449829102,214.7247543334961,2
actionscript,167.48954010009766,211.52643585205078,2
dimensional modeling,172.74945449829102,214.7247543334961,2
data modeling,172.74945449829102,214.7247543334961,2
axure,142.07787322998047,246.64810943603516,2
storyboarding,142.07787322998047,246.64810943603516,2
adobe fireworks,159.14691162109375,255.91226196289062,2
visual design,154.79727745056152,254.71644592285156,2
fashion,178.32980346679688,253.35055541992188,2
drawing,134.46708846092224,300.8602752685547,2
rendering,140.4355010986328,303.0569763183594,4
ideation,140.4355010986328,303.0569763183594,4
google analytics,44.27964782714844,199.39674758911133,8
website development,39.35456848144531,197.73501586914062,2
web 2.0,33.663604736328125,202.02056121826172,4
smo,48.53736877441406,204.33963775634766,4
mvc,219.16294860839844,209.06045150756836,8
google adwords,43.148704528808594,205.42237091064453,6
css3,184.6107406616211,231.41495513916016,2
layout,157.53648948669434,277.57984924316406,2
data entry,121.59970760345459,137.6665334701538,2
blog marketing,74.44289779663086,215.7798080444336,2
creative writing,76.85742950439453,224.33694458007812,6
web content,79.55563354492188,210.829345703125,2
article marketing,83.4107437133789,211.7006721496582,2
flash animation,184.03455352783203,226.1096420288086,2
testing,154.0112018585205,137.51971340179443,2
electronics,157.7937469482422,138.38263416290283,2
nagios,177.0942497253418,154.48634481430054,2
prototyping,146.4885835647583,305.1039733886719,2
playwriting,78.08370208740234,287.6709747314453,2
music,83.99810409545898,284.60203552246094,2
classical,77.92962265014648,278.8135528564453,4
performing arts,77.92962265014648,278.8135528564453,4
parts,78.08370208740234,287.6709747314453,2
ensemble,78.08370208740234,287.6709747314453,2
voice over,83.99810409545898,284.60203552246094,2
reputation management,98.1688003540039,216.06283569335938,4
drupal,197.50909423828125,214.57235717773438,2
erp,145.19178199768066,109.72282409667969,2
ruby on rails,206.76610565185547,212.8599395751953,2
ps3,295.36871337890625,155.7377052307129,2
environment art,295.36871337890625,155.7377052307129,2
texture artist,295.36871337890625,155.7377052307129,2
zbrush,295.36871337890625,155.7377052307129,2
uv mapping,295.36871337890625,155.7377052307129,2
3d studio max,295.36871337890625,155.7377052307129,2
texturing,295.36871337890625,155.7377052307129,2
low poly modeling,295.36871337890625,155.7377052307129,2
perforce,295.36871337890625,155.7377052307129,2
proofreading,87.76409149169922,230.87118530273438,2
corporate communications,94.3514633178711,222.4430389404297,6
keyword research,84.83686065673828,226.60294342041016,2
copy editing,84.83686065673828,226.60294342041016,2
magazines,79.59602355957031,234.96147918701172,6
newspaper,75.35605239868164,230.8729248046875,2
publishing,74.87284469604492,238.99210357666016,4
real estate,192.1674690246582,172.01001930236816,2
arcgis,190.38013458251953,165.44205474853516,2
remote sensing,190.38013458251953,165.44205474853516,2
cell culture,263.71067810058594,95.22924423217773,2
elisa,263.71067810058594,95.22924423217773,2
machine learning,263.71067810058594,95.22924423217773,2
western blotting,263.71067810058594,95.22924423217773,2
organic synthesis,263.71067810058594,95.22924423217773,2
malware analysis,169.58499908447266,178.74417304992676,2
information security management,163.40294647216797,179.66205596923828,2
iso 27001,169.58499908447266,178.74417304992676,2
cisco,162.9092559814453,173.7445240020752,2
snort,163.40294647216797,179.66205596923828,2
security audits,168.3799934387207,172.96502876281738,2
media relations,50.029296875,151.20124876499176,8
mergers,84.82743453979492,173.64831733703613,2
investments,84.82743453979492,173.64831733703613,2
start-ups,87.24322128295898,169.4667854309082,2
market access,108.1845817565918,145.46066093444824,2
drilling,104.5542049407959,147.27812266349792,2
endocrinology,108.75913047790527,155.15491914749146,2
word,111.11850547790527,159.48381519317627,2
sales effectiveness,106.38117980957031,159.22849082946777,2
flsa,136.06096744537354,175.96202659606934,2
succession planning,137.44270944595337,50.02192687988281,4
job analysis,130.79210299253464,174.41675186157227,2
employee benefits,134.28987836837769,170.20056915283203,2
compensation,130.79210299253464,174.41675186157227,2
tax,73.54361343383789,30.969009399414062,2
promotions,57.35358428955078,166.49876022338867,2
brand activation,61.350135803222656,167.17015647888184,2
press releases,50.67816925048828,171.256196975708,2
dns,94.8695068359375,151.42841815948486,2
general ledger,73.80331420898438,10.403518676757812,2
ifrs,73.80331420898438,10.403518676757812,2
controlling,73.80331420898438,10.403518676757812,2
organizational effectiveness,137.32101106643677,41.52867889404297,2
personnel management,137.32101106643677,41.52867889404297,2
employee engagement,143.87223434448242,36.838523864746094,6
hospitality,74.14220428466797,150.5461986362934,2
recruitment/retention,160.5101432800293,25.617889404296875,2
contract management,84.11946487426758,84.06095886230469,2
production managment,72.0562973022461,175.45252990722656,2
ppc,133.43500447273254,76.54186248779297,2
interactive marketing,130.74508446455002,72.46940612792969,2
landing page optimization,128.5430393218994,76.8115463256836,2
hr policies,153.81935691833496,0.0,2
behavioral interviewing,153.81935691833496,0.0,2
occupational health,238.12338256835938,146.63894987106323,2
environmental auditing,238.12338256835938,146.63894987106323,2
permitting,238.12338256835938,146.63894987106323,2
environmental engineering,238.12338256835938,146.63894987106323,2
renewable energy,238.12338256835938,146.63894987106323,2
water quality,238.12338256835938,146.63894987106323,2
water management,238.12338256835938,146.63894987106323,2
iso 14001,238.12338256835938,146.63894987106323,2
contaminated land,238.12338256835938,146.63894987106323,2
crisis communications,106.32438850402832,222.17621612548828,2
employer branding,104.39077949523926,217.69041442871094,2
executive communications,101.57559585571289,221.99661254882812,2
immunology,211.59981536865234,93.7993049621582,2
drug discovery,211.59981536865234,93.7993049621582,2
hplc,211.59981536865234,93.7993049621582,2
genetics,211.59981536865234,93.7993049621582,2
flow cytometry,211.59981536865234,93.7993049621582,2
cancer,211.59981536865234,93.7993049621582,2
computer science,211.59981536865234,93.7993049621582,2
qpcr,211.59981536865234,93.7993049621582,2
storytelling,72.50275802612305,246.74146270751953,2
short stories,72.50275802612305,246.74146270751953,2
film,74.35478591918945,260.2660827636719,4
books,72.50275802612305,246.74146270751953,2
television,78.89826202392578,246.84806060791016,2
editorial,78.89826202392578,246.84806060791016,2
drama,73.84509658813477,271.1891860961914,2
improvisation,73.84509658813477,271.1891860961914,2
musical theatre,73.84509658813477,271.1891860961914,2
festivals,73.84509658813477,271.1891860961914,2
entertainment,73.84509658813477,271.1891860961914,2
